1154	0,60452
1156	0,6082
1158	0,61206
1160	0,61614
1162	0,61954
1164	0,62179
1166	0,62455
1168	0,62778
1170	0,63117
1172	0,63402
1174	0,63754
1176	0,64155
1178	0,64535
1180	0,64632
1182	0,64614
1184	0,64393
1186	0,64203
1188	0,63936
1190	0,63874
1192	0,63946
1194	0,64092
1196	0,64353
1198	0,64802
1200	0,65268
1202	0,6571
1204	0,66144
1206	0,66633
1208	0,67137
1210	0,67587
1212	0,67894
1214	0,68396
1216	0,68719
1218	0,69103
1220	0,69425
1222	0,69739
1224	0,7006
1226	0,70298
1228	0,70625
1230	0,70963
1232	0,71322
1234	0,71582
1236	0,71903
1238	0,72213
1240	0,72587
1242	0,72933
1244	0,73246
1246	0,73605
1248	0,74002
1250	0,7431
1252	0,74702
1254	0,75048
1256	0,75365
1258	0,75638
1260	0,7587
1262	0,76138
1264	0,76476
1266	0,7681
1268	0,77072
1270	0,77441
1272	0,77759
1274	0,78074
1276	0,78439
1278	0,78749
1280	0,79092
1282	0,79214
1284	0,79662
1286	0,80104
1288	0,80629
1290	0,81158
1292	0,81608
1294	0,82154
1296	0,82525
1298	0,82913
1300	0,83263
1302	0,83686
1304	0,83999
1306	0,84399
1308	0,84862
1310	0,85408
1312	0,85982
1314	0,86524
1316	0,8705
1318	0,87615
1320	0,87986
1322	0,88572
1324	0,88936
1326	0,89433
1328	0,8981
1330	0,90001
1332	0,90336
1334	0,90597
1336	0,90995
1338	0,91327
1340	0,91726
1342	0,92117
1344	0,92359
1346	0,92563
1348	0,9263
1350	0,9229
1352	0,91508
1354	0,90494
1356	0,89511
1358	0,88297
1360	0,86805
1362	0,85826
1364	0,85906
1366	0,86209
1368	0,87094
1370	0,88165
1372	0,89711
1374	0,91843
1376	0,92659
1378	0,91174
1380	0,87933
1382	0,8523
1384	0,84815
1386	0,87103
1388	0,89467
1390	0,90741
1392	0,89503
1394	0,88183
1396	0,86707
1398	0,86716
1400	0,86906
1402	0,87321
1404	0,87634
1406	0,87457
1408	0,8828
1410	0,88707
1412	0,89857
1414	0,90369
1416	0,90854
1418	0,91072
1420	0,91234
1422	0,91942
1424	0,92281
1426	0,92883
1428	0,93255
1430	0,93513
1432	0,93671
1434	0,93951
1436	0,94162
1438	0,94421
1440	0,94655
1442	0,94677
1444	0,95001
1446	0,95127
1448	0,95519
1450	0,9584
1452	0,96206
1454	0,96576
1456	0,96823
1458	0,97005
1460	0,96967
1462	0,96931
1464	0,96937
1466	0,97056
1468	0,97279
1470	0,97456
1472	0,97695
1474	0,97989
1476	0,98292
1478	0,9828
1480	0,98327
1482	0,98411
1484	0,98552
1486	0,98635
1488	0,98776
1490	0,99009
1492	0,99214
1494	0,99332
1496	0,99383
1498	0,99401
1500	0,99525
1502	0,99468
1504	0,99527
1506	0,99674
1508	0,99811
1510	0,99702
1512	0,99832
1514	1
1516	0,99944
1518	0,99783
1520	0,99771
1522	0,99824
1524	0,99675
1526	0,99685
1528	0,99607
1530	0,99598
1532	0,99585
1534	0,99556
1536	0,99583
1538	0,99549
1540	0,99524
1542	0,99512
1544	0,99445
1546	0,99244
1548	0,99181
1550	0,99068
1552	0,99071
1554	0,99072
1556	0,98887
1558	0,98829
1560	0,98777
1562	0,9849
1564	0,98209
1566	0,98035
1568	0,97662
1570	0,9746
1572	0,97472
1574	0,97272
1576	0,97007
1578	0,96905
1580	0,96771
1582	0,96489
1584	0,96277
1586	0,96052
1588	0,95886
1590	0,95685
1592	0,95589
1594	0,95445
1596	0,95216
1598	0,94979
1600	0,94969
1602	0,94931
1604	0,94715
1606	0,9463
1608	0,94578
1610	0,94493
1612	0,94421
1614	0,94273
1616	0,94094
1618	0,93687
1620	0,93377
1622	0,93374
1624	0,93603
1626	0,9401
1628	0,9467
1630	0,95245
1632	0,9549
1634	0,9558
1636	0,95505
1638	0,95214
1640	0,94681
1642	0,94171
1644	0,93832
1646	0,93413
1648	0,93112
1650	0,92738
1652	0,92455
1654	0,92176
1656	0,91761
1658	0,91506
1660	0,9112
1662	0,90781
1664	0,90335
1666	0,90081
1668	0,89962
1670	0,8971
1672	0,89412
1674	0,89336
1676	0,89207
1678	0,88984
1680	0,8868
1682	0,88418
1684	0,88051
1686	0,87654
1688	0,8736
1690	0,87124
1692	0,86997
1694	0,86709
1696	0,86498
1698	0,86445
1700	0,86255
1702	0,86456
1704	0,86869
1706	0,87608
1708	0,8832
1710	0,88635
1712	0,88485
1714	0,88297
1716	0,87924
1718	0,87469
1720	0,87152
1722	0,86789
1724	0,86477
1726	0,86148
1728	0,85732
1730	0,85614
1732	0,85465
1734	0,85381
1736	0,85196
1738	0,85143
1740	0,85026
1742	0,84951
1744	0,84581
1746	0,84324
1748	0,84154
1750	0,84092
1752	0,83788
1754	0,83614
1756	0,83485
1758	0,83196
1760	0,82994
1762	0,82879
1764	0,82616
1766	0,8238
1768	0,82172
1770	0,8208
1772	0,81945
1774	0,81766
1776	0,81382
1778	0,81141
1780	0,81044
1782	0,80874
1784	0,80659
1786	0,804
1788	0,80257
1790	0,80131
1792	0,80024
1794	0,79775
1796	0,79495
1798	0,79183
1800	0,78764
1802	0,78426
1804	0,7817
1806	0,77713
1808	0,77345
1810	0,77065
1812	0,7658
1814	0,76115
1816	0,75669
1818	0,74958
1820	0,74331
1822	0,73787
1824	0,73634
1826	0,73271
1828	0,72697
1830	0,72082
1832	0,71386
1834	0,70609
1836	0,6921
1838	0,68393
1840	0,68157
1842	0,68457
1844	0,68782
1846	0,69132
1848	0,68957
1850	0,69044
1852	0,69391
1854	0,69417
1856	0,69442
1858	0,69466
1860	0,69759
1862	0,70066
1864	0,70387
1866	0,6914
1868	0,67381
1870	0,6511
1872	0,64135
1874	0,64387
1876	0,65865
1878	0,67787
1880	0,6918
1882	0,70044
1884	0,70019
1886	0,69808
1888	0,69411
1890	0,68874
1892	0,68549
1894	0,68436
1896	0,6761
1898	0,66504
1900	0,65116
1902	0,64241
1904	0,63827
1906	0,63875
1908	0,64341
1910	0,64702
1912	0,64958
1914	0,64901
1916	0,64808
1918	0,64679
1920	0,64472
1922	0,6461
1924	0,65094
1926	0,65772
1928	0,66622
1930	0,67642
1932	0,69273
1934	0,70587
1936	0,71587
1938	0,7171
1940	0,71824
1942	0,71928
1944	0,71956
1946	0,71671
1948	0,71074
1950	0,69236
1952	0,67605
1954	0,66179
1956	0,65994
1958	0,65843
1960	0,65726
1962	0,65633
1964	0,65505
1966	0,65341
1968	0,64967
1970	0,64537
1972	0,6405
1974	0,63651
1976	0,6332
1978	0,63056
1980	0,6354
1982	0,64348
1984	0,65482
1986	0,66376
1988	0,66753
1990	0,66612
1992	0,6622
1994	0,65777
1996	0,65282
1998	0,6452
2000	0,63426
2002	0,61999
2004	0,6032
2006	0,58854
2008	0,57602
2010	0,57044
2012	0,5647
2014	0,5588
2016	0,55305
2018	0,54787
2020	0,54326
2022	0,53777
2024	0,53175
2026	0,5252
2028	0,51693
2030	0,50812
2032	0,49876
2034	0,48795
2036	0,47662
2038	0,46477
2040	0,45105
2042	0,43699
2044	0,42258
2046	0,40769
2048	0,39234
2050	0,37653
2052	0,35978
2054	0,34319
2056	0,32676
2058	0,31079
2060	0,29465
2062	0,27834
2064	0,26172
2066	0,24503
2068	0,22828
2070	0,21127
2072	0,19441
2074	0,17771
2076	0,16204
2078	0,14723
2080	0,13329
2082	0,12121
2084	0,11022
2086	0,10031
2088	0,09247
2090	0,08502
2092	0,07797
2094	0,07257
2096	0,06757
2098	0,06299
2100	0,0587
