700	0,00291
702	0,00312
704	0,00345
706	0,00348
708	0,00393
710	0,00439
712	0,0051
714	0,00615
716	0,00731
718	0,00834
720	0,00983
722	0,01121
724	0,01265
726	0,01493
728	0,0164
730	0,01823
732	0,02085
734	0,02233
736	0,02384
738	0,02618
740	0,02866
742	0,03101
744	0,03303
746	0,03507
748	0,03631
750	0,03753
752	0,03863
754	0,03971
756	0,04119
758	0,0421
760	0,04398
762	0,04571
764	0,0478
766	0,04947
768	0,05017
770	0,05155
772	0,05214
774	0,05315
776	0,05413
778	0,05474
780	0,05494
782	0,05582
784	0,05629
786	0,05655
788	0,05733
790	0,05844
792	0,05938
794	0,05999
796	0,0608
798	0,06215
800	0,06331
802	0,06445
804	0,06574
806	0,06718
808	0,06811
810	0,06915
812	0,07028
814	0,07135
816	0,0725
818	0,07354
820	0,07429
822	0,07482
824	0,07579
826	0,07648
828	0,07792
830	0,07929
832	0,08043
834	0,08161
836	0,08314
838	0,08467
840	0,08606
842	0,08753
844	0,08927
846	0,09106
848	0,09259
850	0,09473
852	0,0969
854	0,09889
856	0,1008
858	0,10277
860	0,10453
862	0,10688
864	0,10928
866	0,11195
868	0,11478
870	0,11802
872	0,12115
874	0,12412
876	0,12713
878	0,12993
880	0,13213
882	0,13446
884	0,13725
886	0,13984
888	0,1423
890	0,14454
892	0,14673
894	0,14903
896	0,15147
898	0,15424
900	0,15745
902	0,16053
904	0,16322
906	0,16584
908	0,16807
910	0,17007
912	0,17202
914	0,17431
916	0,17676
918	0,17897
920	0,18132
922	0,18402
924	0,1869
926	0,18971
928	0,1928
930	0,19598
932	0,19905
934	0,20183
936	0,20524
938	0,2089
940	0,21256
942	0,21628
944	0,21976
946	0,22369
948	0,22722
950	0,23111
952	0,23462
954	0,23853
956	0,2421
958	0,24601
960	0,24994
962	0,25364
964	0,25744
966	0,26099
968	0,26454
970	0,26798
972	0,27139
974	0,27465
976	0,27789
978	0,28116
980	0,28456
982	0,28828
984	0,29176
986	0,2951
988	0,29846
990	0,30178
992	0,30527
994	0,30881
996	0,31219
998	0,31549
1000	0,31905
1002	0,32266
1004	0,3262
1006	0,33012
1008	0,33406
1010	0,33816
1012	0,34184
1014	0,3456
1016	0,34936
1018	0,35353
1020	0,35841
1022	0,36299
1024	0,3666
1026	0,3688
1028	0,37037
1030	0,37215
1032	0,37463
1034	0,37723
1036	0,37901
1038	0,3801
1040	0,38042
1042	0,38065
1044	0,3809
1046	0,3816
1048	0,38246
1050	0,38424
1052	0,38655
1054	0,38972
1056	0,39384
1058	0,39829
1060	0,40335
1062	0,40855
1064	0,41384
1066	0,4192
1068	0,42482
1070	0,43042
1072	0,43611
1074	0,44156
1076	0,44694
1078	0,45217
1080	0,45728
1082	0,46206
1084	0,46693
1086	0,47152
1088	0,47605
1090	0,48061
1092	0,48509
1094	0,4897
1096	0,49428
1098	0,49821
1100	0,5021
1102	0,50584
1104	0,5097
1106	0,51366
1108	0,51781
1110	0,52176
1112	0,52589
1114	0,52963
1116	0,53336
1118	0,53627
1120	0,53908
1122	0,54206
1124	0,54558
1126	0,55033
1128	0,55584
1130	0,55976
1132	0,56302
1134	0,56564
1136	0,5698
1138	0,57533
1140	0,58034
1142	0,5839
1144	0,58621
1146	0,58908
1148	0,59227
1150	0,59602
1152	0,60046
